engine_id,cycle,altitude_m,flight_phase,ambient_temp_C,ambient_pressure_kPa,throttle_pct,rpm,manifold_pressure_kPa,EGT_C,CHT_C,oil_temp_C,oil_pressure_kPa,fuel_flow_Lph,vibration_g_rms,fault_mode,RUL_cycles
10,503,3302.0,descent,-5.01,67.44,25.8,2722,33.05,698.2,167.5,100.6,405.1,11.31,0.87,cooling_degradation,30
10,504,3191.9,descent,-7.73,68.74,26.5,2753,37.29,705.2,175.0,103.6,406.3,11.94,1.147,cooling_degradation,29
10,505,3081.9,descent,-1.99,69.24,25.4,2736,35.75,704.3,166.1,101.3,420.0,11.82,0.888,cooling_degradation,28
10,506,2971.8,descent,-5.58,70.83,13.6,2300,31.37,677.3,165.7,99.2,404.6,9.24,1.023,cooling_degradation,27
10,507,2861.7,descent,-1.72,71.55,22.4,2649,34.36,694.2,170.7,101.0,411.7,10.86,0.982,cooling_degradation,26
10,508,2751.7,descent,-2.06,72.42,27.1,2830,39.28,712.3,173.4,100.2,415.9,11.73,0.949,cooling_degradation,25
10,509,2641.6,descent,-1.77,73.45,22.5,2643,37.94,698.1,163.3,103.6,400.9,10.94,0.938,cooling_degradation,24
10,510,2531.5,descent,0.37,74.25,27.6,2875,39.36,724.1,167.4,102.1,419.7,12.21,0.942,cooling_degradation,23
10,511,2421.5,descent,0.76,75.26,27.7,2823,39.43,714.9,174.2,101.9,422.7,11.64,0.971,cooling_degradation,22
10,512,2311.4,descent,0.14,76.55,24.2,2770,39.39,707.4,169.4,102.2,414.4,11.67,0.909,cooling_degradation,21
10,513,2201.3,descent,0.06,77.17,23.2,2720,39.39,712.8,170.0,102.6,414.0,11.45,0.973,cooling_degradation,20
10,514,2091.3,descent,1.59,78.42,25.0,2786,41.07,711.3,171.9,98.7,396.2,11.46,0.957,cooling_degradation,19
10,515,1981.2,descent,1.97,79.4,24.9,2719,41.29,708.0,170.3,101.3,396.3,11.78,0.888,cooling_degradation,18
10,516,1871.1,descent,3.37,80.95,26.9,2817,43.44,701.7,171.1,106.1,400.4,11.15,0.974,cooling_degradation,17
10,517,1761.1,descent,5.08,82.06,18.0,2512,37.62,702.1,170.2,103.2,399.2,10.49,0.925,cooling_degradation,16
10,518,1651.0,landing,4.97,83.38,17.8,2468,39.74,706.7,164.7,99.7,413.7,10.18,0.864,cooling_degradation,15
10,519,1540.9,landing,5.26,84.03,17.0,2417,38.22,694.0,168.7,101.3,384.1,10.33,0.871,cooling_degradation,14
10,520,1430.9,landing,4.72,85.03,12.4,2243,34.13,680.7,166.1,98.4,415.3,9.55,0.892,cooling_degradation,13
10,521,1320.8,landing,6.9,85.99,18.5,2476,39.98,694.2,171.6,101.0,405.8,10.62,0.956,cooling_degradation,12
10,522,1210.7,landing,4.59,87.68,15.5,2343,38.97,707.4,177.5,98.8,405.5,10.17,0.874,cooling_degradation,11
10,523,1100.7,landing,6.65,89.2,18.8,2631,42.38,702.5,169.5,99.5,424.2,10.69,0.971,cooling_degradation,10
10,524,990.6,landing,9.47,89.95,18.5,2426,43.16,710.7,173.8,99.3,406.8,10.67,0.952,cooling_degradation,9
10,525,880.5,landing,10.6,91.19,21.4,2572,44.77,706.5,175.1,104.5,390.1,11.22,0.981,cooling_degradation,8
10,526,770.5,landing,9.96,92.4,19.2,2555,45.91,700.9,175.3,99.8,412.3,10.19,0.934,cooling_degradation,7
10,527,660.4,landing,11.01,93.72,14.9,2340,41.37,711.1,170.9,102.3,408.8,10.29,0.836,cooling_degradation,6
10,528,550.3,landing,11.98,95.19,21.0,2585,44.34,705.0,179.5,100.4,406.6,10.34,0.962,cooling_degradation,5
10,529,440.3,landing,13.16,96.72,27.3,2852,51.27,714.9,181.0,101.5,425.5,10.7,0.948,cooling_degradation,4
10,530,330.2,landing,12.55,97.57,23.2,2724,48.33,714.0,179.1,102.6,407.0,12.04,0.964,cooling_degradation,3
10,531,220.1,landing,12.09,98.88,22.0,2626,47.69,708.2,172.4,99.1,417.7,10.71,0.893,cooling_degradation,2
10,532,110.1,landing,14.87,99.94,19.4,2575,47.29,711.4,175.8,102.5,408.0,10.54,0.886,cooling_degradation,1
10,533,0.0,landing,17.94,101.29,18.5,2436,46.87,708.6,173.8,100.8,417.6,9.85,0.86,cooling_degradation,0
11,1,0.0,taxi,14.59,101.06,12.3,2277,42.06,684.4,151.9,94.4,419.2,9.49,0.757,bearing_wear,362
11,2,51.2,taxi,17.08,100.75,14.3,2327,46.2,689.8,159.3,95.2,419.0,10.33,0.927,bearing_wear,361
11,3,102.3,taxi,11.18,100.25,13.1,2338,44.62,709.9,154.6,92.1,416.5,10.67,0.841,bearing_wear,360
11,4,153.5,taxi,13.01,99.1,10.7,2206,40.81,692.2,151.9,90.9,405.8,9.47,0.878,bearing_wear,359
11,5,204.6,taxi,14.34,98.66,18.8,2510,44.72,714.0,154.8,93.5,417.4,10.37,0.902,bearing_wear,358
11,6,255.8,taxi,13.26,98.15,14.6,2300,44.13,694.5,153.0,91.1,421.9,10.59,0.989,bearing_wear,357
11,7,307.0,taxi,14.05,97.95,18.9,2589,46.24,692.6,153.1,93.7,414.0,10.3,1.024,bearing_wear,356
11,8,358.1,takeoff,10.58,96.96,90.7,5243,93.32,799.2,196.2,106.2,401.2,21.45,1.296,bearing_wear,355
11,9,409.3,takeoff,11.96,96.07,96.5,5533,95.3,829.6,201.2,113.6,376.6,21.33,1.296,bearing_wear,354
11,10,460.4,takeoff,13.73,95.45,90.7,5221,90.3,796.6,202.4,108.4,398.4,20.44,1.253,bearing_wear,353
11,11,511.6,takeoff,9.43,95.1,100.0,5633,94.57,828.6,204.4,108.9,396.4,22.95,1.392,bearing_wear,352
11,12,562.8,takeoff,10.98,94.3,89.8,5190,87.79,805.6,199.3,109.4,387.0,20.72,1.286,bearing_wear,351
11,13,613.9,takeoff,10.21,94.39,100.0,5673,94.7,818.3,207.9,107.5,403.1,22.65,1.33,bearing_wear,350
11,14,665.1,takeoff,11.22,93.83,94.9,5453,91.1,805.8,192.7,107.6,394.9,21.28,1.326,bearing_wear,349
11,15,716.2,takeoff,10.93,93.01,94.5,5423,88.95,804.0,202.0,109.7,398.1,21.18,1.371,bearing_wear,348
11,16,767.4,takeoff,10.16,92.36,96.8,5448,89.06,815.8,203.0,109.6,400.3,20.38,1.349,bearing_wear,347
11,17,818.5,takeoff,9.24,92.09,92.2,5379,89.34,813.7,201.9,110.5,397.9,21.31,1.318,bearing_wear,346
11,18,869.7,takeoff,9.44,91.51,97.4,5581,89.97,814.0,196.9,104.0,392.4,21.78,1.355,bearing_wear,345
11,19,920.9,climb,8.77,90.44,87.6,5113,83.56,803.4,195.1,109.2,393.8,20.22,1.295,bearing_wear,344
11,20,972.0,climb,8.63,89.93,85.0,5038,80.32,792.6,192.5,105.9,417.8,20.14,1.303,bearing_wear,343
11,21,1023.2,climb,10.53,89.83,85.8,5096,82.88,809.0,191.8,104.8,413.3,20.02,1.315,bearing_wear,342
11,22,1074.3,climb,6.21,89.15,90.8,5171,84.85,804.2,205.3,104.7,408.9,20.33,1.231,bearing_wear,341
11,23,1125.5,climb,8.2,88.7,87.0,5150,81.24,809.4,194.4,106.3,402.5,20.32,1.318,bearing_wear,340
11,24,1176.7,climb,5.94,87.7,82.7,4982,78.02,785.2,196.5,109.7,388.3,19.5,1.267,bearing_wear,339
11,25,1227.8,climb,9.95,87.19,87.3,5093,80.25,797.0,198.3,109.4,395.3,20.51,1.252,bearing_wear,338
11,26,1279.0,climb,6.82,87.01,83.4,4881,77.72,798.1,189.6,109.9,392.5,19.56,1.252,bearing_wear,337
11,27,1330.1,climb,4.45,86.13,82.8,4960,77.06,791.5,192.0,106.3,399.6,19.41,1.341,bearing_wear,336
11,28,1381.3,climb,5.67,85.34,86.5,5043,78.25,798.7,195.7,107.5,387.2,19.9,1.336,bearing_wear,335
11,29,1432.5,climb,3.5,85.06,82.0,4851,74.92,783.2,194.1,103.2,411.6,19.12,1.272,bearing_wear,334
11,30,1483.6,climb,4.41,84.66,85.1,5050,75.32,790.8,195.6,103.9,381.7,19.71,1.253,bearing_wear,333
11,31,1534.8,climb,5.95,84.71,87.0,5160,77.53,790.4,200.8,107.1,406.2,20.36,1.246,bearing_wear,332
11,32,1585.9,climb,6.73,83.42,90.7,5239,79.14,800.2,200.3,105.4,408.4,20.4,1.279,bearing_wear,331
11,33,1637.1,climb,5.98,83.12,86.9,5150,76.73,794.0,197.3,105.7,419.6,19.7,1.314,bearing_wear,330
11,34,1688.3,climb,3.87,83.23,80.6,4889,74.04,782.9,194.7,106.2,398.4,19.6,1.276,bearing_wear,329
11,35,1739.4,climb,4.55,81.77,81.1,4825,73.12,790.3,196.0,108.8,393.1,19.29,1.233,bearing_wear,328
11,36,1790.6,climb,4.57,81.78,90.2,5205,77.26,792.7,195.0,108.1,399.1,20.93,1.366,bearing_wear,327
11,37,1841.7,climb,6.4,80.86,83.1,5001,72.16,776.1,188.2,103.9,407.6,19.55,1.312,bearing_wear,326
11,38,1892.9,climb,1.79,80.68,80.5,4835,70.77,781.6,189.6,102.4,404.1,19.03,1.135,bearing_wear,325
11,39,1944.1,climb,4.63,80.75,82.0,4948,70.72,799.9,188.1,106.6,390.4,18.78,1.291,bearing_wear,324
11,40,1995.2,climb,0.39,79.78,87.4,5104,74.04,797.4,192.1,106.2,404.8,19.78,1.347,bearing_wear,323
11,41,2046.4,climb,3.47,79.08,85.3,5072,72.87,786.2,194.2,107.3,399.0,19.6,1.314,bearing_wear,322
11,42,2097.5,climb,0.44,78.25,86.9,5121,72.65,796.0,193.0,107.0,391.3,20.28,1.341,bearing_wear,321
11,43,2148.7,climb,0.01,77.99,84.9,5016,70.89,789.5,195.4,106.8,386.6,19.84,1.283,bearing_wear,320
11,44,2199.8,climb,0.27,77.37,81.7,4932,67.92,787.9,192.5,108.7,417.0,19.03,1.281,bearing_wear,319
11,45,2199.2,cruise,-0.46,77.11,59.6,3980,56.53,760.0,180.6,104.0,409.6,15.24,1.14,bearing_wear,318
11,46,2199.6,cruise,1.34,76.91,62.5,4131,58.0,759.9,177.3,103.2,408.3,16.93,1.174,bearing_wear,317
11,47,2198.8,cruise,2.55,77.3,65.4,4265,59.17,763.4,180.0,101.3,405.3,17.5,1.156,bearing_wear,316
11,48,2198.3,cruise,-2.46,77.55,61.4,4182,58.39,766.2,174.8,101.2,411.8,16.99,1.228,bearing_wear,315
11,49,2198.3,cruise,0.45,77.89,67.9,4324,58.87,769.6,185.8,105.1,393.2,17.13,1.266,bearing_wear,314
11,50,2199.7,cruise,-0.93,77.32,62.0,4155,57.68,759.2,186.6,105.0,403.3,17.09,1.143,bearing_wear,313
11,51,2199.2,cruise,2.06,77.61,60.0,4094,57.52,755.5,180.3,99.5,410.3,16.63,1.103,bearing_wear,312
11,52,2198.0,cruise,2.84,77.05,65.0,4280,62.02,758.8,183.3,106.1,392.2,17.32,1.122,bearing_wear,311
11,53,2197.0,cruise,0.46,77.33,67.3,4353,60.89,757.9,182.1,101.9,404.6,17.18,1.221,bearing_wear,310
11,54,2196.3,cruise,-0.33,76.84,69.5,4415,61.64,772.5,184.3,105.2,398.1,17.67,1.24,bearing_wear,309
11,55,2195.8,cruise,-1.7,78.25,60.2,4076,57.16,763.1,183.6,107.6,392.4,17.16,1.18,bearing_wear,308
11,56,2197.6,cruise,3.64,77.62,69.3,4471,63.84,770.8,185.1,100.7,402.6,18.37,1.244,bearing_wear,307
11,57,2198.4,cruise,2.69,77.61,65.6,4264,59.42,766.4,184.7,104.1,389.1,17.16,1.16,bearing_wear,306
11,58,2198.1,cruise,-2.26,77.72,63.1,4113,61.13,754.3,185.3,102.0,413.8,16.92,1.067,bearing_wear,305
11,59,2199.6,cruise,1.69,78.3,67.0,4366,60.79,761.5,186.9,104.3,415.0,16.51,1.18,bearing_wear,304
11,60,2199.1,cruise,-0.96,77.42,69.1,4484,62.79,760.2,184.8,102.6,397.2,18.15,1.305,bearing_wear,303
11,61,2198.8,cruise,-0.06,77.26,60.0,4037,57.1,753.7,180.0,97.0,420.1,16.69,1.169,bearing_wear,302
11,62,2198.4,cruise,-1.16,78.16,63.7,4275,59.16,766.3,180.6,101.2,405.9,17.06,1.213,bearing_wear,301
11,63,2199.3,cruise,-2.3,77.18,63.4,4229,59.81,755.7,183.0,103.4,403.5,16.63,1.23,bearing_wear,300
11,64,2199.2,cruise,0.64,77.94,66.9,4295,62.49,764.4,182.2,106.1,390.0,17.39,1.153,bearing_wear,299
11,65,2200.4,cruise,3.54,77.51,69.4,4408,61.9,772.5,185.9,104.7,397.6,18.3,1.224,bearing_wear,298
11,66,2200.8,cruise,-0.69,77.66,65.2,4248,60.08,769.8,185.7,106.0,404.7,17.28,1.215,bearing_wear,297
11,67,2201.5,cruise,2.03,77.1,64.1,4243,58.7,751.1,176.9,101.8,397.6,18.03,1.142,bearing_wear,296
11,68,2200.0,cruise,2.27,78.32,66.3,4314,61.41,761.2,177.6,102.1,399.2,17.61,1.218,bearing_wear,295
11,69,2198.7,cruise,1.79,77.44,64.3,4287,58.37,756.8,181.9,103.5,399.3,16.63,1.261,bearing_wear,294
11,70,2197.3,cruise,3.71,77.36,58.5,4057,53.79,747.8,180.9,100.9,379.2,16.02,1.142,bearing_wear,293
11,71,2197.0,cruise,2.15,77.73,66.6,4267,58.96,762.1,184.2,105.6,403.6,17.03,1.107,bearing_wear,292
11,72,2195.8,cruise,3.43,77.39,68.0,4326,61.05,754.7,180.4,100.8,411.8,17.86,1.211,bearing_wear,291
11,73,2196.8,cruise,-1.0,77.7,68.2,4417,60.58,764.5,186.9,105.4,404.1,18.01,1.184,bearing_wear,290
11,74,2196.6,cruise,1.84,77.2,61.5,4118,57.78,757.6,186.3,104.7,409.5,17.3,1.181,bearing_wear,289
11,75,2197.1,cruise,2.99,77.61,66.8,4332,60.36,758.5,180.9,104.1,399.1,17.22,1.163,bearing_wear,288
11,76,2196.7,cruise,-0.44,77.39,69.6,4467,61.39,765.8,182.8,105.7,415.2,17.93,1.228,bearing_wear,287
11,77,2197.4,cruise,-4.51,77.33,72.6,4593,62.91,773.0,186.7,103.2,397.0,18.68,1.306,bearing_wear,286
11,78,2195.8,cruise,-1.17,77.3,66.4,4275,61.4,764.9,182.9,101.6,403.8,17.92,1.196,bearing_wear,285
11,79,2195.7,cruise,-0.36,77.85,68.0,4293,61.87,756.5,187.7,104.3,399.8,17.02,1.118,bearing_wear,284
11,80,2196.1,cruise,1.57,77.47,62.0,4152,59.91,762.2,181.7,101.0,407.9,16.93,1.198,bearing_wear,283
11,81,2196.6,cruise,-0.13,77.52,61.6,4108,58.29,761.8,179.7,102.9,402.1,16.15,1.174,bearing_wear,282
11,82,2196.4,cruise,0.73,77.7,68.0,4385,59.61,761.9,182.3,104.2,401.7,17.27,1.226,bearing_wear,281
11,83,2195.0,cruise,-0.17,77.93,58.9,4034,56.06,763.7,174.5,101.6,400.1,15.72,1.211,bearing_wear,280
11,84,2195.8,cruise,0.53,77.3,65.5,4249,60.07,765.6,186.8,103.7,399.6,16.92,1.169,bearing_wear,279
11,85,2195.5,cruise,0.63,77.65,69.3,4517,62.39,770.1,186.7,105.1,383.5,17.12,1.221,bearing_wear,278
11,86,2195.2,cruise,-0.22,77.31,67.1,4352,60.21,769.3,183.4,103.2,410.1,16.93,1.16,bearing_wear,277
11,87,2197.0,cruise,1.95,77.51,67.1,4328,60.15,759.0,183.9,102.5,396.4,17.03,1.218,bearing_wear,276
11,88,2197.1,cruise,2.79,77.89,64.9,4268,59.49,759.9,182.0,104.6,398.1,17.2,1.208,bearing_wear,275
11,89,2196.7,cruise,-1.0,76.87,63.8,4244,58.62,764.2,176.5,103.3,395.1,16.94,1.183,bearing_wear,274
11,90,2196.2,cruise,1.05,77.3,71.5,4490,62.91,766.5,181.7,105.2,405.8,17.35,1.271,bearing_wear,273
11,91,2196.7,cruise,-1.42,77.5,68.7,4503,60.64,765.3,183.9,104.9,397.3,18.71,1.184,bearing_wear,272
11,92,2196.1,cruise,-1.9,77.69,67.5,4306,61.55,769.4,183.2,103.8,383.4,17.26,1.213,bearing_wear,271
11,93,2196.5,cruise,2.28,77.94,65.1,4215,60.49,764.2,182.5,102.3,406.9,16.58,1.223,bearing_wear,270
11,94,2197.4,cruise,3.73,77.06,63.2,4139,58.54,759.9,186.6,101.4,399.8,17.09,1.155,bearing_wear,269
11,95,2197.3,cruise,0.23,77.99,68.2,4393,61.2,767.1,183.4,103.5,403.1,17.55,1.152,bearing_wear,268
11,96,2198.1,cruise,3.46,77.72,64.1,4254,60.24,759.9,179.7,103.8,409.6,16.65,1.115,bearing_wear,267
11,97,2198.0,cruise,-0.26,77.49,65.2,4266,61.3,767.7,182.7,104.1,394.6,17.29,1.21,bearing_wear,266
11,98,2197.5,cruise,0.36,77.12,66.8,4359,60.06,777.3,179.3,103.7,402.7,17.09,1.301,bearing_wear,265
11,99,2196.1,cruise,3.23,77.41,65.6,4312,59.48,764.9,183.3,103.8,396.7,17.07,1.179,bearing_wear,264
11,100,2196.4,cruise,-0.65,77.88,69.6,4432,62.99,776.4,182.8,101.7,413.3,18.34,1.25,bearing_wear,263
11,101,2196.6,cruise,2.1,77.58,61.0,4137,56.76,754.0,181.0,101.3,406.5,16.6,1.063,bearing_wear,262
11,102,2197.4,cruise,0.19,77.51,65.2,4270,58.7,758.4,182.0,104.4,402.0,17.37,1.223,bearing_wear,261
11,103,2198.1,cruise,-0.37,77.27,71.4,4497,62.26,766.5,185.6,102.6,394.4,17.79,1.184,bearing_wear,260
11,104,2199.8,cruise,-0.06,77.76,67.7,4352,61.74,760.5,185.8,103.8,408.8,17.54,1.198,bearing_wear,259
11,105,2199.3,cruise,-2.55,77.5,64.4,4257,58.69,759.6,184.3,103.0,410.9,16.71,1.207,bearing_wear,258
11,106,2199.6,cruise,2.59,77.47,67.4,4410,61.04,770.9,189.9,103.3,397.4,17.11,1.143,bearing_wear,257
11,107,2199.0,cruise,1.05,77.52,64.9,4216,57.8,768.0,184.5,104.3,403.4,16.92,1.355,bearing_wear,256
11,108,2199.8,cruise,0.48,77.35,69.4,4418,62.58,765.3,184.1,104.3,406.9,17.44,1.198,bearing_wear,255
11,109,2199.0,cruise,-0.33,77.31,67.5,4370,62.4,763.7,181.9,101.1,423.8,17.86,1.252,bearing_wear,254
11,110,2199.8,cruise,1.17,77.09,62.4,4241,57.34,758.5,182.1,103.5,406.3,16.97,1.277,bearing_wear,253
11,111,2199.2,cruise,2.03,77.36,65.7,4314,60.57,764.6,187.2,102.1,404.8,16.28,1.229,bearing_wear,252
11,112,2199.8,cruise,0.29,77.0,66.3,4285,59.91,767.5,185.7,100.5,405.5,17.97,1.148,bearing_wear,251
11,113,2200.7,cruise,2.14,77.68,66.4,4286,60.82,761.8,181.1,104.8,400.9,17.55,1.215,bearing_wear,250
11,114,2199.5,cruise,1.12,77.35,66.0,4346,59.98,762.3,184.3,100.8,412.5,17.69,1.128,bearing_wear,249
11,115,2198.4,cruise,0.57,77.44,66.7,4322,60.37,772.7,184.1,102.6,397.2,17.27,1.2,bearing_wear,248
11,116,2198.6,cruise,2.08,77.54,66.3,4269,59.7,762.3,186.3,103.8,410.2,16.68,1.292,bearing_wear,247
11,117,2198.7,cruise,-0.05,77.31,62.8,4228,57.54,755.7,182.2,102.4,392.1,16.27,1.132,bearing_wear,246
11,118,2198.5,cruise,-1.17,77.2,63.6,4230,60.05,759.8,182.5,101.5,410.9,17.59,1.162,bearing_wear,245
11,119,2198.1,cruise,0.63,77.63,64.2,4193,57.9,761.6,178.5,100.9,413.9,16.34,1.291,bearing_wear,244
11,120,2197.4,cruise,0.77,78.13,65.3,4227,60.48,753.4,185.0,101.5,411.9,16.56,1.195,bearing_wear,243
11,121,2197.7,cruise,0.38,77.84,64.2,4155,59.68,758.5,177.9,100.7,408.7,16.82,1.149,bearing_wear,242
11,122,2196.9,cruise,2.5,77.95,68.3,4371,61.85,769.4,184.5,103.4,406.4,17.01,1.245,bearing_wear,241
11,123,2197.2,cruise,1.47,77.18,62.1,4173,58.84,770.2,179.2,101.3,402.5,16.91,1.173,bearing_wear,240
11,124,2196.7,cruise,0.55,77.51,59.8,4111,56.89,751.8,177.8,99.2,399.3,16.62,1.052,bearing_wear,239
11,125,2196.4,cruise,0.72,77.52,70.9,4511,63.51,775.1,187.4,103.6,405.0,18.09,1.18,bearing_wear,238
11,126,2197.4,cruise,0.84,77.99,62.5,4125,60.99,759.9,181.1,101.2,406.4,16.51,1.293,bearing_wear,237
11,127,2198.1,cruise,1.5,77.83,68.3,4384,61.64,773.8,177.1,104.2,409.7,17.68,1.246,bearing_wear,236
11,128,2197.3,cruise,0.8,77.52,66.8,4397,58.77,761.1,182.9,104.1,401.3,18.07,1.305,bearing_wear,235
11,129,2196.6,cruise,0.49,76.89,62.7,4160,58.08,765.5,180.0,105.2,402.3,16.2,1.145,bearing_wear,234
11,130,2197.3,cruise,-1.28,77.22,64.6,4286,59.21,770.1,186.0,104.2,404.5,17.49,1.213,bearing_wear,233
11,131,2196.1,cruise,-0.34,77.77,64.2,4264,60.05,769.7,178.3,100.7,411.1,17.3,1.204,bearing_wear,232
11,132,2197.3,cruise,1.13,77.47,66.1,4341,58.39,772.3,188.8,98.9,416.2,17.21,1.197,bearing_wear,231
11,133,2197.4,cruise,1.0,77.53,62.7,4200,59.06,760.1,183.8,99.5,400.2,16.84,1.214,bearing_wear,230
11,134,2196.9,cruise,-1.51,77.75,64.5,4280,59.38,765.0,181.3,101.9,410.6,17.17,1.161,bearing_wear,229
11,135,2196.9,cruise,-0.12,77.91,64.9,4206,60.93,759.5,181.1,99.8,406.1,16.69,1.266,bearing_wear,228
11,136,2198.0,cruise,-0.68,77.33,68.3,4456,60.88,753.5,182.4,102.4,409.5,16.91,1.267,bearing_wear,227
11,137,2196.3,cruise,2.77,77.75,63.8,4151,60.31,762.0,182.7,102.8,415.7,17.29,1.189,bearing_wear,226
11,138,2197.1,cruise,1.1,78.05,62.1,4171,57.3,757.1,178.5,101.3,388.8,16.19,1.208,bearing_wear,225
11,139,2198.1,cruise,1.36,77.99,63.4,4206,59.43,765.7,181.2,103.2,413.1,16.43,1.192,bearing_wear,224
11,140,2197.8,cruise,0.61,77.4,66.1,4287,59.38,768.9,179.8,102.0,403.9,17.05,1.133,bearing_wear,223
11,141,2197.8,cruise,-0.23,77.65,59.7,4029,56.81,748.4,181.7,100.4,399.9,16.47,1.131,bearing_wear,222
11,142,2197.9,cruise,0.05,77.79,68.6,4428,64.63,781.3,184.9,107.1,395.2,17.4,1.232,bearing_wear,221
11,143,2198.5,cruise,1.45,77.56,65.1,4304,59.0,764.6,181.1,102.9,395.4,16.82,1.205,bearing_wear,220
11,144,2197.9,cruise,0.32,77.49,66.3,4315,60.14,756.3,182.4,103.5,407.1,17.66,1.257,bearing_wear,219
11,145,2197.9,cruise,1.47,77.04,65.7,4283,58.7,756.3,180.7,104.8,393.1,17.06,1.248,bearing_wear,218
11,146,2197.8,cruise,0.93,77.3,63.0,4245,58.4,746.3,182.3,104.4,411.6,16.5,1.187,bearing_wear,217
11,147,2198.3,cruise,1.15,77.35,61.8,4130,57.97,762.2,176.9,101.6,410.8,16.8,1.15,bearing_wear,216
11,148,2200.5,cruise,1.22,77.16,62.9,4188,57.82,756.1,184.0,104.7,403.4,16.83,1.245,bearing_wear,215
11,149,2199.9,cruise,-0.09,77.57,60.5,4090,59.22,750.8,180.5,101.2,389.5,16.48,1.202,bearing_wear,214
11,150,2200.0,cruise,0.23,77.8,66.0,4409,61.78,759.8,181.7,105.2,390.3,17.42,1.21,bearing_wear,213
11,151,2199.4,cruise,2.07,77.42,64.5,4218,58.62,759.7,183.9,100.4,406.0,16.98,1.155,bearing_wear,212
11,152,2199.0,cruise,3.45,76.89,60.4,4128,57.91,759.2,181.1,101.5,405.2,16.79,1.166,bearing_wear,211
11,153,2198.1,cruise,2.09,77.52,63.2,4132,58.48,749.8,178.3,103.1,411.0,16.27,1.22,bearing_wear,210
11,154,2196.9,cruise,-3.46,77.65,67.0,4306,59.75,758.5,187.5,104.1,378.9,17.87,1.311,bearing_wear,209
11,155,2197.8,cruise,-0.42,77.62,68.9,4405,61.2,770.4,177.1,102.1,398.6,17.28,1.231,bearing_wear,208
11,156,2198.1,cruise,0.88,77.34,61.1,4118,56.56,753.3,183.6,98.9,415.1,15.91,1.158,bearing_wear,207
11,157,2198.2,cruise,-0.94,77.2,71.5,4505,63.83,774.8,185.5,105.2,398.2,17.69,1.366,bearing_wear,206
11,158,2197.5,cruise,-1.0,77.83,62.1,4157,57.79,755.2,183.8,102.0,401.0,16.56,1.187,bearing_wear,205
11,159,2197.4,cruise,0.09,77.67,59.9,4048,58.71,764.5,184.0,101.2,392.8,16.09,1.15,bearing_wear,204
11,160,2196.5,cruise,1.24,77.37,70.3,4522,62.56,770.8,184.1,107.4,406.8,17.45,1.241,bearing_wear,203
11,161,2196.5,cruise,1.65,77.12,61.9,4111,57.61,765.2,179.6,101.8,401.1,17.07,1.177,bearing_wear,202
11,162,2196.7,cruise,0.17,77.64,69.6,4473,61.78,771.7,185.9,102.9,412.4,17.39,1.318,bearing_wear,201
11,163,2196.3,cruise,0.06,77.31,63.0,4221,60.47,762.9,178.0,99.0,420.0,15.92,1.133,bearing_wear,200
11,164,2195.7,cruise,-0.54,77.7,64.1,4199,59.59,756.5,181.0,100.7,416.8,16.84,1.244,bearing_wear,199
11,165,2195.3,cruise,1.49,77.63,61.1,4107,57.49,763.7,179.1,104.0,402.1,17.37,1.2,bearing_wear,198
11,166,2196.0,cruise,1.39,78.2,68.8,4416,63.21,768.9,181.0,102.3,400.4,17.21,1.219,bearing_wear,197
11,167,2196.1,cruise,2.09,77.56,68.4,4467,62.22,761.3,182.9,104.9,396.7,17.22,1.238,bearing_wear,196
11,168,2194.8,cruise,0.93,78.19,63.0,4180,58.41,746.8,183.6,100.0,422.8,16.66,1.2,bearing_wear,195
11,169,2195.4,cruise,-1.24,77.61,64.8,4406,59.85,762.7,184.4,101.2,403.9,17.69,1.251,bearing_wear,194
11,170,2195.9,cruise,0.2,77.38,67.0,4376,58.97,774.0,183.0,101.6,413.6,17.23,1.22,bearing_wear,193
11,171,2196.0,cruise,2.01,77.26,63.6,4230,58.94,754.8,181.9,103.7,406.5,16.49,1.218,bearing_wear,192
11,172,2197.3,cruise,-1.89,77.3,69.1,4461,62.09,762.3,183.8,103.4,399.7,17.82,1.217,bearing_wear,191
11,173,2197.3,cruise,0.59,77.7,64.7,4189,60.31,759.9,177.0,100.7,404.2,17.17,1.325,bearing_wear,190
11,174,2197.7,cruise,1.14,77.6,63.4,4258,58.16,766.6,178.5,104.1,411.6,17.08,1.277,bearing_wear,189
11,175,2198.1,cruise,3.72,77.01,60.3,4037,56.37,744.5,182.7,103.0,403.6,16.01,1.218,bearing_wear,188
11,176,2198.8,cruise,-0.19,77.86,61.1,4157,58.43,752.9,183.9,102.9,399.9,16.33,1.19,bearing_wear,187
11,177,2198.6,cruise,0.53,78.0,66.8,4313,62.4,758.6,180.8,103.9,395.8,17.8,1.277,bearing_wear,186
11,178,2198.1,cruise,3.24,77.0,65.7,4265,59.93,766.6,186.2,101.4,407.9,17.36,1.244,bearing_wear,185
11,179,2198.8,cruise,-0.17,77.86,67.4,4434,60.82,764.8,180.2,106.0,395.7,17.77,1.26,bearing_wear,184
11,180,2199.6,cruise,2.31,78.05,63.3,4202,60.41,757.8,180.0,102.5,408.8,16.84,1.193,bearing_wear,183
11,181,2200.6,cruise,1.29,77.0,60.1,4022,57.14,754.2,179.4,102.6,424.3,16.83,1.207,bearing_wear,182
11,182,2200.9,cruise,0.36,77.39,63.5,4252,59.21,764.8,180.8,103.5,407.0,17.01,1.312,bearing_wear,181
